case_id,activity,timestamp,team,status,priority
C0006,Customer Notification,2026-02-07 11:43:43.346714,Customer Service,Completed,Medium
C0006,Case Closed,2026-02-07 13:59:08.800874,Customer Service,Completed,Medium
C0007,Claim Received,2026-01-30 18:00:00.000000,Customer Service,Completed,High
C0007,Initial Review,2026-01-30 22:20:20.953682,Customer Service,Completed,High
C0007,Technical Assessment,2026-01-31 10:08:50.854583,Technical,Completed,High
C0007,Quality Review,2026-02-01 01:22:57.583475,Quality,Completed,High
C0007,Technical Assessment,2026-02-01 04:37:08.434620,Technical,Completed,High
C0007,Quality Review,2026-02-02 04:02:12.762453,Quality,Completed,High
C0007,Decision,2026-02-02 09:17:39.469253,Quality,Completed,High
C0007,Customer Notification,2026-02-02 10:20:58.858762,Customer Service,Completed,High
C0007,Case Closed,2026-02-02 14:30:58.897376,Customer Service,Completed,High
C0008,Claim Received,2026-02-11 16:00:00.000000,Customer Service,Completed,Medium
C0008,Initial Review,2026-02-11 21:46:02.995458,Customer Service,Completed,Medium
C0008,Technical Assessment,2026-02-12 14:37:35.067576,Technical,Completed,Medium
C0008,Quality Review,2026-02-13 14:21:10.600750,Quality,Completed,Medium
C0008,Decision,2026-02-13 18:31:50.985321,Quality,Completed,Medium
C0008,Customer Notification,2026-02-13 21:57:04.153213,Customer Service,Completed,Medium
C0008,Case Closed,2026-02-14 00:09:19.841877,Customer Service,Completed,Medium
C0009,Claim Received,2026-01-18 16:00:00.000000,Customer Service,Completed,High
C0009,Initial Review,2026-01-18 19:51:48.015782,Customer Service,Completed,High
C0009,Technical Assessment,2026-01-19 04:23:11.401267,Technical,Completed,High
C0009,Quality Review,2026-01-19 19:04:32.115459,Quality,Completed,High
C0009,Decision,2026-01-19 22:42:23.939066,Quality,Completed,High
C0009,Customer Notification,2026-01-20 00:48:03.457273,Customer Service,Completed,High
C0009,Case Closed,2026-01-20 02:24:20.032586,Customer Service,Completed,High
C0010,Claim Received,2026-04-23 16:00:00.000000,Customer Service,Completed,Medium
C0010,Initial Review,2026-04-23 19:15:26.750545,Customer Service,Completed,Medium
C0010,Technical Assessment,2026-04-24 09:56:47.466070,Technical,Completed,Medium
C0010,Quality Review,2026-04-25 11:14:26.285607,Quality,Completed,Medium
C0010,Technical Assessment,2026-04-25 15:20:28.703892,Technical,Completed,Medium
C0010,Quality Review,2026-04-26 04:45:15.397350,Quality,Completed,Medium
C0010,Technical Assessment,2026-04-26 09:11:38.610436,Technical,Completed,Medium
C0010,Quality Review,2026-04-27 09:32:01.699187,Quality,Completed,Medium
C0010,Decision,2026-04-27 14:26:46.652369,Quality,Completed,Medium
C0010,Customer Notification,2026-04-27 17:36:58.860081,Customer Service,Completed,Medium
C0010,Case Closed,2026-04-27 21:29:50.669776,Customer Service,Completed,Medium
C0011,Claim Received,2026-01-25 09:00:00.000000,Customer Service,Completed,Medium
C0011,Initial Review,2026-01-25 13:17:41.689491,Customer Service,Completed,Medium
C0011,Technical Assessment,2026-01-25 23:03:01.244204,Technical,Completed,Medium
C0011,Quality Review,2026-01-26 12:21:01.634781,Quality,Completed,Medium
C0011,Decision,2026-01-26 18:13:39.117409,Quality,Completed,Medium
C0011,Customer Notification,2026-01-26 21:24:43.824164,Customer Service,Completed,Medium
C0011,Case Closed,2026-01-26 22:57:30.666744,Customer Service,Completed,Medium
C0012,Claim Received,2026-02-16 12:00:00.000000,Customer Service,Completed,Low
C0012,Initial Review,2026-02-16 15:58:32.766277,Customer Service,Completed,Low
C0012,Technical Assessment,2026-02-16 22:02:32.044326,Technical,Completed,Low
C0012,Quality Review,2026-02-18 13:05:38.691737,Quality,Completed,Low
C0012,Decision,2026-02-18 20:11:22.287389,Quality,Completed,Low
C0012,Customer Notification,2026-02-18 21:26:33.549209,Customer Service,Completed,Low
C0012,Case Closed,2026-02-19 03:09:50.564096,Customer Service,Completed,Low
C0013,Claim Received,2026-04-13 08:00:00.000000,Customer Service,Completed,Medium
C0013,Initial Review,2026-04-13 13:28:10.404556,Customer Service,Completed,Medium
C0013,Technical Assessment,2026-04-13 22:56:07.661138,Technical,Completed,Medium
C0013,Quality Review,2026-04-15 05:46:42.837565,Quality,Completed,Medium
C0013,Decision,2026-04-15 11:57:29.214043,Quality,Completed,Medium
C0013,Customer Notification,2026-04-15 15:18:29.518551,Customer Service,Completed,Medium
C0013,Case Closed,2026-04-15 18:44:29.603961,Customer Service,Completed,Medium
C0014,Claim Received,2026-05-19 08:00:00.000000,Customer Service,Completed,Low
C0014,Initial Review,2026-05-19 13:41:16.272104,Customer Service,Completed,Low
C0014,Technical Assessment,2026-05-20 04:18:07.333017,Technical,Completed,Low
C0014,Quality Review,2026-05-21 19:15:37.331425,Quality,Completed,Low
C0014,Decision,2026-05-22 04:34:40.720598,Quality,Completed,Low
C0014,Customer Notification,2026-05-22 06:26:49.012092,Customer Service,Completed,Low
C0014,Case Closed,2026-05-22 11:41:53.603250,Customer Service,Completed,Low
C0015,Claim Received,2026-03-05 17:00:00.000000,Customer Service,Completed,High
C0015,Initial Review,2026-03-05 20:10:41.075811,Customer Service,Completed,High
C0015,Technical Assessment,2026-03-06 04:04:24.224397,Technical,Completed,High
C0015,Quality Review,2026-03-06 23:42:38.965695,Quality,Completed,High
C0015,Decision,2026-03-07 02:17:28.564661,Quality,Completed,High
C0015,Customer Notification,2026-03-07 03:39:50.811292,Customer Service,Completed,High
C0015,Case Closed,2026-03-07 07:09:03.150503,Customer Service,Completed,High
C0016,Claim Received,2026-01-19 08:00:00.000000,Customer Service,Completed,High
C0016,Initial Review,2026-01-19 10:37:59.311526,Customer Service,Completed,High
C0016,Technical Assessment,2026-01-20 00:59:21.920304,Technical,Completed,High
C0016,Quality Review,2026-01-20 14:40:55.146368,Quality,Completed,High
C0016,Decision,2026-01-20 20:45:41.868420,Quality,Completed,High
C0016,Customer Notification,2026-01-20 23:40:18.763315,Customer Service,Completed,High
C0016,Case Closed,2026-01-21 01:06:10.317701,Customer Service,Completed,High
C0017,Claim Received,2026-06-17 16:00:00.000000,Customer Service,Completed,Medium
C0017,Initial Review,2026-06-17 17:02:20.815929,Customer Service,Completed,Medium
C0017,Request Additional Information,2026-06-18 15:49:00.302214,Customer Service,Completed,Medium
C0017,Initial Review,2026-06-18 21:30:41.042285,Customer Service,Completed,Medium
C0017,Technical Assessment,2026-06-19 03:07:38.647274,Technical,Completed,Medium
C0017,Quality Review,2026-06-20 04:24:17.169846,Quality,Completed,Medium
C0017,Decision,2026-06-20 10:02:01.494110,Quality,Completed,Medium
C0017,Customer Notification,2026-06-20 11:38:40.345083,Customer Service,Completed,Medium
C0017,Case Closed,2026-06-20 13:57:52.055312,Customer Service,Completed,Medium
C0018,Claim Received,2026-01-24 18:00:00.000000,Customer Service,Completed,High
C0018,Initial Review,2026-01-24 20:29:39.491125,Customer Service,Completed,High
C0018,Technical Assessment,2026-01-24 23:44:02.453309,Technical,Completed,High
C0018,Quality Review,2026-01-25 21:33:59.729948,Quality,Completed,High
C0018,Technical Assessment,2026-01-26 09:04:06.160173,Technical,Completed,High
C0018,Quality Review,2026-01-28 14:30:11.319693,Quality,Completed,High
C0018,Decision,2026-01-28 16:27:51.533595,Quality,Completed,High
C0018,Customer Notification,2026-01-28 19:26:01.476453,Customer Service,Completed,High
C0018,Case Closed,2026-01-28 23:34:19.644739,Customer Service,Completed,High
C0019,Claim Received,2026-03-20 13:00:00.000000,Customer Service,Completed,Low
C0019,Initial Review,2026-03-20 19:35:38.000157,Customer Service,Completed,Low
C0019,Technical Assessment,2026-03-21 14:51:13.292316,Technical,Completed,Low
C0019,Quality Review,2026-03-22 11:18:14.027811,Quality,Completed,Low
C0019,Decision,2026-03-22 14:26:38.438485,Quality,Completed,Low
C0019,Customer Notification,2026-03-22 18:49:36.824216,Customer Service,Completed,Low
C0019,Case Closed,2026-03-22 23:45:03.112835,Customer Service,Completed,Low
C0020,Claim Received,2026-02-15 14:00:00.000000,Customer Service,Completed,High
C0020,Initial Review,2026-02-15 14:53:56.923611,Customer Service,Completed,High
C0020,Technical Assessment,2026-02-15 21:49:10.641679,Technical,Completed,High
C0020,Quality Review,2026-02-16 22:49:21.134482,Quality,Completed,High
C0020,Technical Assessment,2026-02-17 11:06:10.546926,Technical,Completed,High
C0020,Quality Review,2026-02-18 11:49:13.872997,Quality,Completed,High
C0020,Decision,2026-02-18 17:36:24.915006,Quality,Completed,High
C0020,Customer Notification,2026-02-18 18:56:26.742326,Customer Service,Completed,High
C0020,Case Closed,2026-02-18 21:34:55.108905,Customer Service,Completed,High
C0021,Claim Received,2026-01-07 18:00:00.000000,Customer Service,Completed,Medium
C0021,Initial Review,2026-01-07 19:57:56.336190,Customer Service,Completed,Medium
C0021,Request Additional Information,2026-01-09 15:04:56.477477,Customer Service,Completed,Medium
C0021,Initial Review,2026-01-09 17:28:40.727346,Customer Service,Completed,Medium
C0021,Technical Assessment,2026-01-10 03:04:24.517918,Technical,Completed,Medium
C0021,Quality Review,2026-01-11 03:56:33.557204,Quality,Completed,Medium
C0021,Decision,2026-01-11 06:38:04.939044,Quality,Completed,Medium
C0021,Customer Notification,2026-01-11 08:10:13.471459,Customer Service,Completed,Medium
C0021,Case Closed,2026-01-11 10:29:51.865984,Customer Service,Completed,Medium
C0022,Claim Received,2026-03-22 14:00:00.000000,Customer Service,Completed,High
C0022,Initial Review,2026-03-22 17:13:29.407488,Customer Service,Completed,High
C0022,Technical Assessment,2026-03-23 00:44:20.487360,Technical,Completed,High
C0022,Quality Review,2026-03-23 15:13:46.906984,Quality,Completed,High
C0022,Decision,2026-03-23 16:50:16.132272,Quality,Completed,High
C0022,Customer Notification,2026-03-23 18:55:48.357527,Customer Service,Completed,High
C0022,Case Closed,2026-03-23 22:41:52.438648,Customer Service,Completed,High
C0023,Claim Received,2026-06-20 13:00:00.000000,Customer Service,Completed,Low
C0023,Initial Review,2026-06-20 17:56:20.156855,Customer Service,Completed,Low
C0023,Technical Assessment,2026-06-21 00:49:57.495946,Technical,Completed,Low
C0023,Quality Review,2026-06-22 05:50:15.957164,Quality,Completed,Low
C0023,Decision,2026-06-22 10:35:10.618058,Quality,Completed,Low
C0023,Customer Notification,2026-06-22 13:46:55.803769,Customer Service,Completed,Low
C0023,Case Closed,2026-06-22 18:58:18.279548,Customer Service,Completed,Low
C0024,Claim Received,2026-05-26 12:00:00.000000,Customer Service,Completed,Medium
C0024,Initial Review,2026-05-26 15:01:49.353038,Customer Service,Completed,Medium
C0024,Request Additional Information,2026-05-27 13:58:11.546463,Customer Service,Completed,Medium
C0024,Initial Review,2026-05-27 18:53:55.205358,Customer Service,Completed,Medium
C0024,Technical Assessment,2026-05-28 03:24:36.566537,Technical,Completed,Medium
C0024,Quality Review,2026-05-29 07:37:30.759485,Quality,Completed,Medium
C0024,Decision,2026-05-29 14:23:15.444106,Quality,Completed,Medium
C0024,Customer Notification,2026-05-29 17:35:43.827722,Customer Service,Completed,Medium
C0024,Case Closed,2026-05-29 20:00:51.983012,Customer Service,Completed,Medium
C0025,Claim Received,2026-03-02 18:00:00.000000,Customer Service,Completed,Low
C0025,Initial Review,2026-03-02 21:03:45.060429,Customer Service,Completed,Low
C0025,Technical Assessment,2026-03-03 18:53:20.963339,Technical,Completed,Low
C0025,Quality Review,2026-03-05 13:37:35.450181,Quality,Completed,Low
C0025,Decision,2026-03-05 21:33:34.693848,Quality,Completed,Low
C0025,Customer Notification,2026-03-06 01:56:59.028189,Customer Service,Completed,Low
C0025,Case Closed,2026-03-06 07:27:35.299964,Customer Service,Completed,Low
C0026,Claim Received,2026-06-26 08:00:00.000000,Customer Service,Completed,Low
C0026,Initial Review,2026-06-26 14:33:21.452246,Customer Service,Completed,Low
C0026,Technical Assessment,2026-06-27 10:13:54.387875,Technical,Completed,Low
C0026,Quality Review,2026-06-28 06:56:03.836940,Quality,Completed,Low
C0026,Decision,2026-06-28 14:20:41.870185,Quality,Completed,Low
C0026,Customer Notification,2026-06-28 17:33:05.849276,Customer Service,Completed,Low
C0026,Case Closed,2026-06-28 19:28:47.195018,Customer Service,Completed,Low
C0027,Claim Received,2026-05-24 17:00:00.000000,Customer Service,Completed,Medium
C0027,Initial Review,2026-05-24 19:35:11.363234,Customer Service,Completed,Medium
C0027,Technical Assessment,2026-05-25 05:46:57.063868,Technical,Completed,Medium
C0027,Quality Review,2026-05-26 15:11:27.617472,Quality,Completed,Medium
C0027,Decision,2026-05-26 22:37:55.679650,Quality,Completed,Medium
C0027,Customer Notification,2026-05-27 00:06:34.585051,Customer Service,Completed,Medium
C0027,Case Closed,2026-05-27 03:21:35.840681,Customer Service,Completed,Medium
C0028,Claim Received,2026-05-14 15:00:00.000000,Customer Service,Completed,Medium
C0028,Initial Review,2026-05-14 19:08:01.471866,Customer Service,Completed,Medium
C0028,Technical Assessment,2026-05-15 00:13:06.632901,Technical,Completed,Medium
C0028,Quality Review,2026-05-15 18:44:22.818153,Quality,Completed,Medium
C0028,Technical Assessment,2026-05-16 06:18:06.490168,Technical,Completed,Medium
C0028,Quality Review,2026-05-16 23:51:07.482017,Quality,Completed,Medium
C0028,Decision,2026-05-17 06:05:26.135478,Quality,Completed,Medium
C0028,Customer Notification,2026-05-17 08:18:48.208670,Customer Service,Completed,Medium
C0028,Case Closed,2026-05-17 11:23:32.144884,Customer Service,Completed,Medium
C0029,Claim Received,2026-05-30 08:00:00.000000,Customer Service,Completed,Critical
C0029,Initial Review,2026-05-30 10:38:30.588291,Customer Service,Completed,Critical
C0029,Technical Assessment,2026-05-31 00:37:47.394078,Technical,Completed,Critical
C0029,Quality Review,2026-05-31 10:51:03.374353,Quality,Completed,Critical
C0029,Decision,2026-05-31 14:24:40.612219,Quality,Completed,Critical
C0029,Customer Notification,2026-05-31 15:32:23.327145,Customer Service,Completed,Critical
C0029,Case Closed,2026-05-31 17:24:18.517933,Customer Service,Completed,Critical
C0030,Claim Received,2026-04-22 15:00:00.000000,Customer Service,Completed,Medium
C0030,Initial Review,2026-04-22 16:08:42.446759,Customer Service,Completed,Medium
C0030,Technical Assessment,2026-04-23 05:39:11.197764,Technical,Completed,Medium
C0030,Quality Review,2026-04-23 21:36:51.062540,Quality,Completed,Medium
C0030,Decision,2026-04-24 00:22:47.822961,Quality,Completed,Medium
C0030,Customer Notification,2026-04-24 01:27:39.060642,Customer Service,Completed,Medium
C0030,Case Closed,2026-04-24 12:55:36.227725,Customer Service,Completed,Medium
C0031,Claim Received,2026-04-29 10:00:00.000000,Customer Service,Completed,Low
C0031,Initial Review,2026-04-29 11:30:06.148083,Customer Service,Completed,Low
C0031,Technical Assessment,2026-04-29 19:51:27.362072,Technical,Completed,Low
C0031,Quality Review,2026-05-01 08:10:51.658186,Quality,Completed,Low
C0031,Decision,2026-05-01 15:59:43.752813,Quality,Completed,Low
C0031,Customer Notification,2026-05-01 18:06:13.191865,Customer Service,Completed,Low
C0031,Case Closed,2026-05-01 19:25:11.870865,Customer Service,Completed,Low
C0032,Claim Received,2026-06-16 09:00:00.000000,Customer Service,Completed,Medium
C0032,Initial Review,2026-06-16 13:54:22.194893,Customer Service,Completed,Medium
C0032,Technical Assessment,2026-06-17 04:27:55.548378,Technical,Completed,Medium
C0032,Quality Review,2026-06-19 06:49:09.837246,Quality,Completed,Medium
C0032,Technical Assessment,2026-06-19 12:57:09.907474,Technical,Completed,Medium
C0032,Quality Review,2026-06-20 17:01:11.151649,Quality,Completed,Medium
C0032,Technical Assessment,2026-06-21 00:04:16.564511,Technical,Completed,Medium
C0032,Quality Review,2026-06-22 06:28:36.560209,Quality,Completed,Medium
C0032,Decision,2026-06-22 12:07:13.106077,Quality,Completed,Medium
C0032,Customer Notification,2026-06-22 13:27:50.061088,Customer Service,Completed,Medium
C0032,Case Closed,2026-06-22 19:17:15.035003,Customer Service,Completed,Medium
C0033,Claim Received,2026-06-23 14:00:00.000000,Customer Service,Completed,Medium
C0033,Initial Review,2026-06-23 16:58:59.779947,Customer Service,Completed,Medium
C0033,Technical Assessment,2026-06-23 22:02:50.002430,Technical,Completed,Medium
C0033,Quality Review,2026-06-25 01:06:03.745410,Quality,Completed,Medium
C0033,Decision,2026-06-25 07:44:09.332525,Quality,Completed,Medium
C0033,Customer Notification,2026-06-25 10:32:13.777965,Customer Service,Completed,Medium
C0033,Case Closed,2026-06-25 16:27:22.976292,Customer Service,Completed,Medium
C0034,Claim Received,2026-04-05 09:00:00.000000,Customer Service,Completed,Medium
C0034,Initial Review,2026-04-05 12:31:47.294214,Customer Service,Completed,Medium
C0034,Technical Assessment,2026-04-06 04:25:25.905815,Technical,Completed,Medium
C0034,Quality Review,2026-04-06 18:57:24.464239,Quality,Completed,Medium
C0034,Decision,2026-04-07 00:46:13.102531,Quality,Completed,Medium
C0034,Customer Notification,2026-04-07 03:53:32.035883,Customer Service,Completed,Medium
C0034,Case Closed,2026-04-07 08:33:40.351355,Customer Service,Completed,Medium
C0035,Claim Received,2026-05-18 15:00:00.000000,Customer Service,Completed,High
C0035,Initial Review,2026-05-18 17:39:34.182312,Customer Service,Completed,High
C0035,Technical Assessment,2026-05-19 03:29:42.758953,Technical,Completed,High
C0035,Quality Review,2026-05-19 17:48:31.385041,Quality,Completed,High
C0035,Decision,2026-05-19 20:44:51.265187,Quality,Completed,High
C0035,Customer Notification,2026-05-19 23:20:55.380262,Customer Service,Completed,High
C0035,Case Closed,2026-05-20 02:49:17.294236,Customer Service,Completed,High
C0036,Claim Received,2026-05-05 11:00:00.000000,Customer Service,Completed,Medium
C0036,Initial Review,2026-05-05 13:46:26.849391,Customer Service,Completed,Medium
C0036,Technical Assessment,2026-05-05 21:41:21.637188,Technical,Completed,Medium
C0036,Quality Review,2026-05-07 06:48:42.911818,Quality,Completed,Medium
C0036,Decision,2026-05-07 11:54:42.060455,Quality,Completed,Medium
C0036,Customer Notification,2026-05-07 13:38:08.705799,Customer Service,Completed,Medium
C0036,Case Closed,2026-05-07 17:24:41.877607,Customer Service,Completed,Medium
C0037,Claim Received,2026-04-25 08:00:00.000000,Customer Service,Completed,High
C0037,Initial Review,2026-04-25 09:10:19.968248,Customer Service,Completed,High
C0037,Technical Assessment,2026-04-25 20:07:12.826350,Technical,Completed,High
C0037,Quality Review,2026-04-26 16:53:09.948408,Quality,Completed,High
C0037,Decision,2026-04-26 21:02:04.279378,Quality,Completed,High
C0037,Customer Notification,2026-04-26 23:37:29.161551,Customer Service,Completed,High
C0037,Case Closed,2026-04-27 03:14:10.272718,Customer Service,Completed,High
C0038,Claim Received,2026-02-19 13:00:00.000000,Customer Service,Completed,Low
C0038,Initial Review,2026-02-19 14:55:02.382411,Customer Service,Completed,Low
C0038,Technical Assessment,2026-02-20 08:31:19.609993,Technical,Completed,Low
C0038,Quality Review,2026-02-21 05:09:14.369456,Quality,Completed,Low
C0038,Decision,2026-02-21 12:46:15.612684,Quality,Completed,Low
C0038,Customer Notification,2026-02-21 15:51:34.906508,Customer Service,Completed,Low
C0038,Case Closed,2026-02-21 17:39:46.270443,Customer Service,Completed,Low
C0039,Claim Received,2026-01-04 16:00:00.000000,Customer Service,Completed,Medium
C0039,Initial Review,2026-01-04 20:53:55.479832,Customer Service,Completed,Medium
C0039,Technical Assessment,2026-01-05 01:39:43.591252,Technical,Completed,Medium
C0039,Quality Review,2026-01-06 12:19:12.933970,Quality,Completed,Medium
C0039,Decision,2026-01-06 18:50:13.244967,Quality,Completed,Medium
C0039,Customer Notification,2026-01-06 19:52:25.711323,Customer Service,Completed,Medium
C0039,Case Closed,2026-01-06 23:16:02.567078,Customer Service,Completed,Medium
C0040,Claim Received,2026-05-03 09:00:00.000000,Customer Service,Completed,Medium
C0040,Initial Review,2026-05-03 14:06:38.081615,Customer Service,Completed,Medium
C0040,Technical Assessment,2026-05-03 19:08:51.822996,Technical,Completed,Medium
C0040,Quality Review,2026-05-04 08:26:03.647015,Quality,Completed,Medium
C0040,Technical Assessment,2026-05-04 20:18:50.762708,Technical,Completed,Medium
C0040,Quality Review,2026-05-06 08:10:05.288510,Quality,Completed,Medium
C0040,Technical Assessment,2026-05-06 22:52:13.238154,Technical,Completed,Medium
C0040,Quality Review,2026-05-08 05:50:53.245852,Quality,Completed,Medium
C0040,Decision,2026-05-08 10:59:00.812611,Quality,Completed,Medium
C0040,Customer Notification,2026-05-08 13:18:42.199454,Customer Service,Completed,Medium
C0040,Case Closed,2026-05-08 19:15:42.762142,Customer Service,Completed,Medium
C0041,Claim Received,2026-01-26 11:00:00.000000,Customer Service,Completed,Medium
C0041,Initial Review,2026-01-26 15:07:39.270547,Customer Service,Completed,Medium
C0041,Technical Assessment,2026-01-26 20:15:51.118807,Technical,Completed,Medium
C0041,Quality Review,2026-01-27 21:30:43.248825,Quality,Completed,Medium
C0041,Decision,2026-01-28 01:57:47.228394,Quality,Completed,Medium
C0041,Customer Notification,2026-01-28 09:11:32.392714,Customer Service,Completed,Medium
C0041,Case Closed,2026-01-28 11:37:58.280727,Customer Service,Completed,Medium
C0042,Claim Received,2026-03-01 12:00:00.000000,Customer Service,Completed,Low
C0042,Initial Review,2026-03-01 17:55:37.085376,Customer Service,Completed,Low
C0042,Technical Assessment,2026-03-02 09:50:05.435808,Technical,Completed,Low
C0042,Quality Review,2026-03-03 12:28:43.843814,Quality,Completed,Low
C0042,Technical Assessment,2026-03-04 04:09:32.791885,Technical,Completed,Low
C0042,Quality Review,2026-03-05 18:21:57.910518,Quality,Completed,Low
C0042,Decision,2026-03-05 21:57:38.629215,Quality,Completed,Low
C0042,Customer Notification,2026-03-06 01:51:25.121293,Customer Service,Completed,Low
C0042,Case Closed,2026-03-06 04:47:19.110000,Customer Service,Completed,Low
C0043,Claim Received,2026-03-11 16:00:00.000000,Customer Service,Completed,High
C0043,Initial Review,2026-03-11 18:57:35.734501,Customer Service,Completed,High
C0043,Request Additional Information,2026-03-12 21:47:00.175621,Customer Service,Completed,High
C0043,Initial Review,2026-03-13 01:31:17.464116,Customer Service,Completed,High
C0043,Technical Assessment,2026-03-13 05:00:40.336577,Technical,Completed,High
C0043,Quality Review,2026-03-14 03:33:27.839716,Quality,Completed,High
C0043,Decision,2026-03-14 16:48:44.292496,Quality,Completed,High
C0043,Customer Notification,2026-03-14 19:26:51.822179,Customer Service,Completed,High
C0043,Case Closed,2026-03-14 22:33:09.778757,Customer Service,Completed,High
C0044,Claim Received,2026-04-24 12:00:00.000000,Customer Service,Completed,Medium
C0044,Initial Review,2026-04-24 13:54:26.804650,Customer Service,Completed,Medium
C0044,Technical Assessment,2026-04-25 02:47:39.954510,Technical,Completed,Medium
C0044,Quality Review,2026-04-25 16:59:03.298414,Quality,Completed,Medium
C0044,Decision,2026-04-25 20:59:02.759717,Quality,Completed,Medium
C0044,Customer Notification,2026-04-26 00:33:26.277137,Customer Service,Completed,Medium
C0044,Case Closed,2026-04-26 05:01:32.403269,Customer Service,Completed,Medium
C0045,Claim Received,2026-05-21 08:00:00.000000,Customer Service,Completed,High
C0045,Initial Review,2026-05-21 10:37:09.493084,Customer Service,Completed,High
C0045,Technical Assessment,2026-05-21 17:26:23.892147,Technical,Completed,High
C0045,Quality Review,2026-05-22 10:48:00.472087,Quality,Completed,High
C0045,Technical Assessment,2026-05-23 01:04:01.438827,Technical,Completed,High
C0045,Quality Review,2026-05-23 21:05:05.508069,Quality,Completed,High
C0045,Decision,2026-05-23 23:35:06.934384,Quality,Completed,High
C0045,Customer Notification,2026-05-24 02:12:02.603235,Customer Service,Completed,High
C0045,Case Closed,2026-05-24 06:02:26.466954,Customer Service,Completed,High
C0046,Claim Received,2026-04-23 15:00:00.000000,Customer Service,Completed,Critical
C0046,Initial Review,2026-04-23 15:48:12.834750,Customer Service,Completed,Critical
C0046,Technical Assessment,2026-04-23 22:03:56.400760,Technical,Completed,Critical
C0046,Quality Review,2026-04-24 05:57:58.337436,Quality,Completed,Critical
C0046,Decision,2026-04-24 08:37:22.652654,Quality,Completed,Critical
C0046,Customer Notification,2026-04-24 10:36:40.841207,Customer Service,Completed,Critical
C0046,Case Closed,2026-04-24 12:15:53.872255,Customer Service,Completed,Critical
C0047,Claim Received,2026-03-16 16:00:00.000000,Customer Service,Completed,Medium
C0047,Initial Review,2026-03-16 20:31:37.409339,Customer Service,Completed,Medium
C0047,Technical Assessment,2026-03-17 07:16:55.388018,Technical,Completed,Medium
C0047,Quality Review,2026-03-18 06:14:41.739262,Quality,Completed,Medium
